#,Couple,Dance,Song,Date,Series,Week,Order,Craig,Arlene,Darcey,Len,Alesha,Shirley,Guest,Motsi,Bruno,Total,Type
1784,Ashley & Pasha,Rumba,Something About The Way You Look Tonight,"Series 16, Week 5",16,5,4,9,-,9,-,-,9,9,-,-,36,Latin
1785,Seann & Katya,Quickstep,Lightning Bolt,"Series 16, Week 5",16,5,5,5,-,6,-,-,6,7,-,-,24,Ballroom
1786,Stacey & Kevin,Samba,Tequila,"Series 16, Week 5",16,5,6,8,-,7,-,-,9,9,-,-,33,Latin
1787,Joe & Dianne,Waltz,Rainbow Connection,"Series 16, Week 5",16,5,7,6,-,7,-,-,8,8,-,-,29,Ballroom
1788,Vick & Graziano,Cha cha cha,More Than Friends,"Series 16, Week 5",16,5,8,4,-,6,-,-,4,6,-,-,20,Latin
1789,Kate & Aljaž,Viennese Waltz,Finally Mine,"Series 16, Week 5",16,5,9,6,-,6,-,-,6,8,-,-,26,Ballroom
1790,Danny & Amy,Jive,"Flip, Flop and Fly","Series 16, Week 5",16,5,10,9,-,10,-,-,9,9,-,-,37,Latin
1791,Faye & Giovanni,Foxtrot,Just The Way You Are,"Series 16, Week 5",16,5,11,8,-,9,-,-,8,8,-,-,33,Ballroom
1792,Charles & Karen,Street/Commercial,Get Up Offa That Thing,"Series 16, Week 5",16,5,12,9,-,9,-,-,9,9,-,-,36,Speciality
1793,Graeme & Oti,Cha cha cha,Thriller,"Series 16, Week 6",16,6,1,4,-,5,-,-,6,-,-,6,21,Latin
1794,Stacey & Kevin,Tango,Theme from Doctor Who,"Series 16, Week 6",16,6,2,8,-,9,-,-,9,-,-,9,35,Ballroom
1795,Ranj & Janette,Jive,Monster Mash,"Series 16, Week 6",16,6,3,5,-,5,-,-,5,-,-,5,20,Latin
1796,Kate & Aljaž,Rumba,Skin,"Series 16, Week 6",16,6,4,4,-,6,-,-,5,-,-,5,20,Latin
1797,Danny & Amy,American Smooth,Spirit In The Sky,"Series 16, Week 6",16,6,5,6,-,8,-,-,7,-,-,9,30,Speciality
1798,Ashley & Pasha,Charleston,Witch Doctor,"Series 16, Week 6",16,6,6,9,-,10,-,-,10,-,-,10,39,Speciality
1799,Seann & Katya,Viennese waltz,I Put A Spell on You,"Series 16, Week 6",16,6,7,3,-,5,-,-,6,-,-,6,20,Ballroom
1800,Charles & Karen,Jive,Time Warp,"Series 16, Week 6",16,6,8,6,-,6,-,-,6,-,-,7,25,Latin
1801,Faye & Giovanni,Theatre/Jazz,Fever,"Series 16, Week 6",16,6,9,9,-,10,-,-,10,-,-,10,39,Speciality
1802,Joe & Dianne,Foxtrot,Youngblood,"Series 16, Week 6",16,6,10,8,-,9,-,-,9,-,-,9,35,Ballroom
1803,Lauren & AJ,Paso doble,Poison,"Series 16, Week 6",16,6,11,6,-,7,-,-,8,-,-,8,29,Latin
1804,Lauren & AJ,Jive,Girlfriend,"Series 16, Week 7",16,7,1,7,-,8,-,-,8,-,-,8,31,Latin
1805,Graeme & Oti,Waltz,The Last Waltz,"Series 16, Week 7",16,7,2,6,-,7,-,-,8,-,-,8,29,Ballroom
1806,Kate & Aljaž,Argentine Tango,Assassin's Tango,"Series 16, Week 7",16,7,3,4,-,6,-,-,6,-,-,7,23,Speciality
1807,Ranj & Janette,Samba,Freedom! '90,"Series 16, Week 7",16,7,4,6,-,7,-,-,7,-,-,7,27,Latin
1808,Stacey & Kevin,Street/Commercial,Empire State Of Mind (Part II),"Series 16, Week 7",16,7,5,9,-,9,-,-,9,-,-,9,36,Speciality
1809,Danny & Amy,Quickstep,Freedom,"Series 16, Week 7",16,7,6,4,-,6,-,-,5,-,-,7,22,Ballroom
1810,Ashley & Pasha,Foxtrot,Orange Coloured Sky,"Series 16, Week 7",16,7,7,9,-,10,-,-,10,-,-,10,39,Ballroom
1811,Faye & Giovanni,Tango,Call Me,"Series 16, Week 7",16,7,8,9,-,10,-,-,9,-,-,10,38,Ballroom
1812,Charles & Karen,Viennese Waltz,Piano Man,"Series 16, Week 7",16,7,9,6,-,7,-,-,7,-,-,8,28,Ballroom
1813,Joe & Dianne,Paso doble,Pompeii,"Series 16, Week 7",16,7,10,7,-,9,-,-,9,-,-,9,34,Latin
1814,Kate & Aljaž,Quickstep,I Want You To Want Me,"Series 16, Week 8",16,8,1,7,-,7,-,-,8,-,-,8,30,Ballroom
1815,Danny & Amy,Samba,Feels Like Home,"Series 16, Week 8",16,8,2,6,-,7,-,-,7,-,-,7,27,Latin
1816,Ashley & Pasha,Contemporary,Unsteady,"Series 16, Week 8",16,8,3,9,-,10,-,-,10,-,-,10,39,Speciality
1817,Graeme & Oti,Salsa,Follow The Leader,"Series 16, Week 8",16,8,4,7,-,8,-,-,8,-,-,8,31,Speciality
1818,Faye & Giovanni,Jive,Reet Petite,"Series 16, Week 8",16,8,5,9,-,9,-,-,8,-,-,10,36,Latin
1819,Stacey & Kevin,Waltz,Moon River,"Series 16, Week 8",16,8,6,8,-,8,-,-,8,-,-,8,32,Ballroom
1820,Joe & Dianne,Samba,MMMBop,"Series 16, Week 8",16,8,7,7,-,8,-,-,8,-,-,9,32,Latin
1821,Lauren & AJ,Viennese waltz,You Are The Reason,"Series 16, Week 8",16,8,8,8,-,8,-,-,9,-,-,9,34,Ballroom
1822,Charles & Karen,Charleston,No Diggity,"Series 16, Week 8",16,8,9,8,-,9,-,-,9,-,-,9,35,Speciality
1823,Stacey & Kevin,Salsa,Ooh Ahh … Just A Little Bit,"Series 16, Week 9",16,9,1,7,-,8,-,-,9,-,-,9,33,Speciality
1824,Lauren & AJ,Argentine Tango,River,"Series 16, Week 9",16,9,2,5,-,6,-,-,7,-,-,7,25,Speciality
1825,Graeme & Oti,Theatre/Jazz,The Trolley Song,"Series 16, Week 9",16,9,3,7,-,8,-,-,8,-,-,9,32,Speciality
1826,Faye & Giovanni,Paso doble,Unstoppable,"Series 16, Week 9",16,9,4,9,-,9,-,-,10,-,-,10,38,Latin
1827,Kate & Aljaž,American Smooth,Everlasting Love,"Series 16, Week 9",16,9,5,7,-,7,-,-,8,-,-,8,30,Speciality
1828,Charles & Karen,Samba,La Bamba,"Series 16, Week 9",16,9,6,9,-,9,-,-,10,-,-,10,38,Latin
1829,Joe & Dianne,Quickstep,Dancin' Fool,"Series 16, Week 9",16,9,7,8,-,10,-,-,10,-,-,10,38,Ballroom
1830,Ashley & Pasha,Jive,Shake A Tail Feather,"Series 16, Week 9",16,9,8,10,-,10,-,-,10,-,-,10,40,Latin
1831,Graeme & Oti,Quickstep,"Sing, Sing, Sing","Series 16, Week 10",16,10,1,6,-,6,-,-,6,-,-,6,24,Ballroom
1832,Ashley & Pasha,Samba,"Hot, Hot, Hot","Series 16, Week 10",16,10,2,8,-,9,-,-,9,-,-,10,36,Latin
1833,Faye & Giovanni,Waltz,See The Day,"Series 16, Week 10",16,10,3,9,-,10,-,-,10,-,-,10,39,Ballroom
1834,Joe & Dianne,Street/Commercial,Jump Around,"Series 16, Week 10",16,10,4,7,-,8,-,-,10,-,-,10,35,Speciality
1835,Charles & Karen,Tango,Eleanor Rigby,"Series 16, Week 10",16,10,5,6,-,8,-,-,8,-,-,8,30,Ballroom
1836,Lauren & AJ,Salsa,Familiar,"Series 16, Week 10",16,10,6,5,-,6,-,-,6,-,-,6,23,Speciality
1837,Stacey & Kevin,Paso doble,Malaguena,"Series 16, Week 10",16,10,7,9,-,10,-,-,10,-,-,10,39,Latin
1838,Lauren & AJ,American Smooth,I'm In Love With A Wonderful Guy,"Series 16, Week 11",16,11,1,8,-,9,-,-,9,-,-,9,35,Speciality
1839,Faye & Giovanni,Charleston,The Lonely Goatherd,"Series 16, Week 11",16,11,2,10,-,10,-,-,10,-,-,10,40,Speciality
1840,Charles & Karen,Rumba,Maria,"Series 16, Week 11",16,11,3,8,-,9,-,-,9,-,-,9,35,Latin
1841,Ashley & Pasha,Quickstep,Don't Rain On My Parade,"Series 16, Week 11",16,11,4,9,-,10,-,-,9,-,-,10,38,Ballroom
1842,Stacey & Kevin,American Smooth,I Dreamed a Dream,"Series 16, Week 11",16,11,5,9,-,9,-,-,10,-,-,10,38,Speciality
1843,Joe & Dianne,Salsa,Joseph Megamix,"Series 16, Week 11",16,11,6,8,-,9,-,-,9,-,-,10,36,Speciality
1844,Stacey & Kevin,Charleston,Five Foot Two Eyes Of Blue,"Series 16, Week 12",16,12,1,9,-,10,-,-,10,-,-,10,39,Speciality
1845,Joe & Dianne,Viennese waltz,This Year's Love,"Series 16, Week 12",16,12,2,6,-,8,-,-,7,-,-,8,29,Ballroom
1846,Ashley & Pasha,Paso doble,Spectrum (Say My Name),"Series 16, Week 12",16,12,3,9,-,9,-,-,9,-,-,9,36,Latin
1847,Lauren & AJ,Tango,Nutbush City Limits,"Series 16, Week 12",16,12,4,7,-,8,-,-,8,-,-,8,31,Ballroom
1848,Faye & Giovanni,Samba,I Go To Rio,"Series 16, Week 12",16,12,5,9,-,9,-,-,9,-,-,10,37,Latin
1849,Stacey & Kevin,Viennese waltz,You're My World,"Series 16, Week 12",16,12,6,8,-,9,-,-,10,-,-,9,36,Ballroom
1850,Joe & Dianne,Argentine Tango,Red Right Hand,"Series 16, Week 12",16,12,7,6,-,8,-,-,8,-,-,8,30,Speciality
1851,Ashley & Pasha,American Smooth,Ain't That A Kick In The Head,"Series 16, Week 12",16,12,8,10,-,10,-,-,10,-,-,10,40,Speciality
1852,Lauren & AJ,Samba,Rock The Boat,"Series 16, Week 12",16,12,9,5,-,6,-,-,6,-,-,6,23,Latin
1853,Faye & Giovanni,Argentine Tango,La Cumparsita,"Series 16, Week 12",16,12,10,9,-,10,-,-,10,-,-,10,39,Speciality
1854,Ashley & Pasha,Salsa,(I've Had) The Time of My Life,"Series 16, Week 13",16,13,1,10,-,10,-,-,10,-,-,10,40,Speciality
1855,Stacey & Kevin,Foxtrot,Hi Ho Silver Lining,"Series 16, Week 13",16,13,2,9,-,10,-,-,10,-,-,10,39,Ballroom
1856,Faye & Giovanni,Viennese waltz,It’s A Man’s Man’s Man’s World,"Series 16, Week 13",16,13,3,10,-,10,-,-,10,-,-,10,40,Ballroom
1857,Joe & Dianne,Paso doble,Pompeii,"Series 16, Week 13",16,13,4,9,-,10,-,-,10,-,-,10,39,Latin
1858,Ashley & Pasha,Show dance,Keeping Your Head Up,"Series 16, Week 13",16,13,5,10,-,10,-,-,10,-,-,10,40,Speciality
1859,Stacey & Kevin,Show dance,Land of 1000 Dances,"Series 16, Week 13",16,13,6,8,-,9,-,-,9,-,-,10,36,Speciality
1860,Faye & Giovanni,Show dance,Lullaby of Broadway,"Series 16, Week 13",16,13,7,10,-,10,-,-,10,-,-,10,40,Speciality
1861,Joe & Dianne,Show dance,I Bet You Look Good On The Dancefloor,"Series 16, Week 13",16,13,8,9,-,10,-,-,10,-,-,10,39,Speciality
1862,Ashley & Pasha,Charleston,Witch Doctor,"Series 16, Week 13",16,13,9,10,-,10,-,-,10,-,-,10,40,Speciality
1863,Stacey & Kevin,Paso doble,Malaguena,"Series 16, Week 13",16,13,10,9,-,10,-,-,10,-,-,10,39,Latin
1864,Faye & Giovanni,Theatre/Jazz,Fever,"Series 16, Week 13",16,13,11,10,-,10,-,-,10,-,-,10,40,Speciality
1865,Joe & Dianne,Charleston,Cotton Eye Joe,"Series 16, Week 13",16,13,12,9,-,9,-,-,10,-,-,10,38,Speciality
1866,Alex & Neil,Quickstep,I Get A Kick Out Of You,"Series 17, Week 1",17,1,1,5,-,-,-,-,5,-,5,6,21,Ballroom
1867,Chris & Karen,Cha cha cha,Juice,"Series 17, Week 1",17,1,2,3,-,-,-,-,3,-,4,3,13,Latin
1868,Catherine & Johannes,Viennese waltz,I Got You Babe,"Series 17, Week 1",17,1,3,5,-,-,-,-,5,-,5,5,20,Ballroom
1869,Saffron & AJ,Tango,Lips Are Moving,"Series 17, Week 1",17,1,4,6,-,-,-,-,7,-,7,7,27,Ballroom
1870,Mike & Katya,Jive,Do You Love Me?,"Series 17, Week 1",17,1,5,4,-,-,-,-,6,-,6,6,22,Latin
1871,Emma & Aljaž,Cha cha cha,She's A Lady,"Series 17, Week 1",17,1,6,5,-,-,-,-,4,-,5,5,19,Latin
1872,James & Luba,Tango,Gold,"Series 17, Week 1",17,1,7,2,-,-,-,-,3,-,3,3,11,Ballroom
1873,Kelvin & Oti,Samba,La Vida Es Un Carnaval,"Series 17, Week 1",17,1,8,8,-,-,-,-,8,-,8,8,32,Latin
1874,David & Nadiya,Foxtrot,Three Lions,"Series 17, Week 1",17,1,9,3,-,-,-,-,5,-,4,5,17,Ballroom
1875,Michelle & Giovanni,Cha cha cha,So Emotional,"Series 17, Week 1",17,1,10,8,-,-,-,-,7,-,8,7,30,Latin
1876,Dev & Dianne,Foxtrot,Build Me Up Buttercup,"Series 17, Week 1",17,1,11,7,-,-,-,-,8,-,7,8,30,Ballroom
1877,Anneka & Kevin,Cha cha cha,Gloria,"Series 17, Week 1",17,1,12,3,-,-,-,-,3,-,4,4,14,Latin
1878,Will & Janette,Quickstep,Pencil Full Of Lead,"Series 17, Week 1",17,1,13,5,-,-,-,-,7,-,7,7,26,Ballroom
1879,Karim & Amy,Cha cha cha,If I Can’t Have You,"Series 17, Week 1",17,1,14,8,-,-,-,-,7,-,8,8,31,Latin
1880,Emma & Anton,Jive,Honey Honey,"Series 17, Week 1",17,1,15,6,-,-,-,-,5,-,6,6,23,Latin
1881,Saffron & AJ,Cha cha cha,One Touch,"Series 17, Week 2",17,2,1,5,-,-,-,-,6,-,5,7,23,Latin
1882,Anneka & Kevin,Waltz,Run To You,"Series 17, Week 2",17,2,2,4,-,-,-,-,5,-,5,5,19,Ballroom
1883,Dev & Dianne,Jive,Dance With Me Tonight,"Series 17, Week 2",17,2,3,6,-,-,-,-,7,-,7,7,27,Latin
1884,Emma & Aljaž,Tango,Sucker,"Series 17, Week 2",17,2,4,4,-,-,-,-,6,-,6,6,22,Ballroom
1885,Chris & Karen,Charleston,Out of Our Heads,"Series 17, Week 2",17,2,5,5,-,-,-,-,7,-,7,7,26,Speciality
1886,Emma & Anton,Foxtrot,Sunshine Of Your Love,"Series 17, Week 2",17,2,6,6,-,-,-,-,6,-,6,6,24,Ballroom
1887,James & Luba,Jive,Tutti Frutti,"Series 17, Week 2",17,2,7,3,-,-,-,-,3,-,3,4,13,Latin
1888,Catherine & Johannes,Samba,Let The Groove Get In,"Series 17, Week 2",17,2,8,4,-,-,-,-,5,-,5,5,19,Latin
1889,Michelle & Giovanni,Viennese waltz,That's Amore,"Series 17, Week 2",17,2,9,8,-,-,-,-,8,-,8,8,32,Ballroom
1890,David & Nadiya,Paso doble,Espana Cani,"Series 17, Week 2",17,2,10,2,-,-,-,-,2,-,3,3,10,Latin
1891,Karim & Amy,Foxtrot,The Way You Look Tonight,"Series 17, Week 2",17,2,11,8,-,-,-,-,8,-,8,8,32,Ballroom
1892,Mike & Katya,American Smooth,Rhinestone Cowboy,"Series 17, Week 2",17,2,12,3,-,-,-,-,3,-,4,4,14,Speciality
1893,Alex & Neil,Cha cha cha,What I Did For Love,"Series 17, Week 2",17,2,13,4,-,-,-,-,6,-,6,6,22,Latin
1894,Kelvin & Oti,Waltz,What The World Needs Now,"Series 17, Week 2",17,2,14,7,-,-,-,-,7,-,7,7,28,Ballroom
1895,Will & Janette,Salsa,1-2-3,"Series 17, Week 2",17,2,15,6,-,-,-,-,6,-,6,6,24,Speciality
1896,Michelle & Giovanni,Quickstep,Cabaret,"Series 17, Week 3",17,3,1,8,-,-,-,-,9,-,9,9,35,Ballroom
1897,Alex & Neil,Rumba,How Far I’ll Go,"Series 17, Week 3",17,3,2,5,-,-,-,-,6,-,6,6,23,Latin
1898,Chris & Karen,American Smooth,Cheek to Cheek,"Series 17, Week 3",17,3,3,4,-,-,-,-,6,-,6,6,22,Speciality
1899,Karim & Amy,Samba,Kung Fu Fighting,"Series 17, Week 3",17,3,4,6,-,-,-,-,6,-,7,7,26,Latin
1900,Catherine & Johannes,Rumba,Shallow,"Series 17, Week 3",17,3,5,8,-,-,-,-,8,-,8,8,32,Latin
1901,Will & Janette,Paso doble,Gotta Catch ‘Em All,"Series 17, Week 3",17,3,6,6,-,-,-,-,5,-,6,6,23,Latin
1902,Kelvin & Oti,Charleston,Trip A Little Light Fantastic,"Series 17, Week 3",17,3,7,9,-,-,-,-,10,-,9,10,38,Speciality
1903,Emma & Aljaž,Foxtrot,Downton Abbey,"Series 17, Week 3",17,3,8,7,-,-,-,-,7,-,7,7,28,Ballroom
1904,Anneka & Kevin,Charleston,Woo Hoo,"Series 17, Week 3",17,3,9,2,-,-,-,-,3,-,3,3,11,Latin
1905,Saffron & AJ,Paso doble,Everybody Wants To Rule The World,"Series 17, Week 3",17,3,10,7,-,-,-,-,7,-,7,7,28,Latin
1906,Mike & Katya,Cha cha cha,It's Raining Men,"Series 17, Week 3",17,3,11,3,-,-,-,-,5,-,5,5,18,Latin
1907,David & Nadiya,American Smooth,Kiss From A Rose,"Series 17, Week 3",17,3,12,4,-,-,-,-,4,-,4,4,16,Speciality
1908,Emma & Anton,Salsa,Soul Bossa Nova,"Series 17, Week 3",17,3,13,6,-,-,-,-,7,-,7,7,27,Speciality
1909,Dev & Dianne,Street/Commercial,Friend Like Me,"Series 17, Week 3",17,3,14,9,-,-,-,-,9,-,9,9,36,Speciality
1910,Chris & Karen,Jive,Saturday Night's Alright (For Fighting),"Series 17, Week 4",17,4,1,6,-,-,-,-,7,-,7,6,26,Latin
1911,Emma & Anton,Viennese Waltz,Send In The Clowns,"Series 17, Week 4",17,4,2,8,-,-,-,-,9,-,9,9,35,Ballroom
1912,Dev & Dianne,Cha cha cha,Dancing With A Stranger,"Series 17, Week 4",17,4,3,6,-,-,-,-,7,-,7,7,27,Latin
1913,Catherine & Johannes,Charleston,Single Ladies (Put A Ring On It),"Series 17, Week 4",17,4,4,6,-,-,-,-,8,-,8,8,30,Speciality
1914,Alex & Neil,Tango,Go Your Own Way,"Series 17, Week 4",17,4,5,4,-,-,-,-,6,-,6,7,23,Ballroom
1915,David & Nadiya,Quickstep,From Now On,"Series 17, Week 4",17,4,6,6,-,-,-,-,7,-,7,8,28,Ballroom
1916,Kelvin & Oti,Rumba,Ain't No Sunshine,"Series 17, Week 4",17,4,7,9,-,-,-,-,9,-,9,9,36,Latin
1917,Emma & Aljaž,Jive,Kids In America,"Series 17, Week 4",17,4,8,7,-,-,-,-,7,-,7,7,28,Latin
1918,Michelle & Giovanni,Salsa,Quimbara,"Series 17, Week 4",17,4,9,7,-,-,-,-,8,-,8,8,31,Speciality
1919,Will & Janette,Foxtrot,Señorita,"Series 17, Week 4",17,4,10,6,-,-,-,-,6,-,6,6,24,Ballroom
1920,Mike & Katya,Quickstep,Come On Eileen,"Series 17, Week 4",17,4,11,7,-,-,-,-,8,-,9,8,32,Ballroom
1921,Saffron & AJ,Contemporary,Because You Loved Me,"Series 17, Week 4",17,4,12,7,-,-,-,-,9,-,8,9,33,Speciality
1922,Karim & Amy,Tango,Paradise,"Series 17, Week 4",17,4,13,9,-,-,-,-,9,-,10,10,38,Ballroom
1923,Kelvin & Oti,Cha cha cha,Get Stupid,"Series 17, Week 5",17,5,1,8,-,-,-,-,8,9,8,-,33,Latin
1924,David & Nadiya,Jive,Such A Night,"Series 17, Week 5",17,5,2,3,-,-,-,-,4,5,4,-,16,Latin
1925,Catherine & Johannes,Tango,Little Bird,"Series 17, Week 5",17,5,3,6,-,-,-,-,7,8,7,-,28,Ballroom
1926,Karim & Amy,Salsa,Who Let The Dogs Out,"Series 17, Week 5",17,5,4,8,-,-,-,-,9,9,10,-,36,Speciality
1927,Michelle & Giovanni,Rumba,Too Good At Goodbyes,"Series 17, Week 5",17,5,5,7,-,-,-,-,7,8,7,-,29,Latin
1928,Emma & Anton,Paso doble,Nothing Breaks Like A Heart,"Series 17, Week 5",17,5,6,5,-,-,-,-,7,7,7,-,26,Latin
1929,Alex & Neil,Charleston,Pump Up The Jam,"Series 17, Week 5",17,5,7,8,-,-,-,-,8,9,8,-,33,Speciality
1930,Emma & Aljaž,Viennese Waltz,Saving All My Love For You,"Series 17, Week 5",17,5,8,9,-,-,-,-,9,9,9,-,36,Ballroom
1931,Mike & Katya,Samba,Apache (Jump On It),"Series 17, Week 5",17,5,9,3,-,-,-,-,5,7,6,-,21,Latin
1932,Will & Janette,Contemporary,7 Years,"Series 17, Week 5",17,5,10,7,-,-,-,-,8,9,8,-,32,Speciality
1933,Chris & Karen,Quickstep,Let’s Go Crazy,"Series 17, Week 5",17,5,11,5,-,-,-,-,7,7,6,-,25,Ballroom
1934,Saffron & AJ,Foxtrot,"New York, New York","Series 17, Week 5",17,5,12,9,-,-,-,-,9,10,10,-,38,Ballroom
1935,Emma & Anton,Tango,Toccata and Fugue in D Minor,"Series 17, Week 6",17,6,1,5,-,-,-,-,8,-,7,8,28,Ballroom
1937,Emma & Aljaž,Charleston,A Little Party Never Killed Nobody,"Series 17, Week 6",17,6,2,6,-,-,-,-,8,-,8,8,30,Speciality
1938,Chris & Karen,Samba,Everybody (Backstreet’s Back),"Series 17, Week 6",17,6,3,5,-,-,-,-,6,-,6,6,23,Latin
1939,Saffron & AJ,Jive,Every Little Thing She Does Is Magic,"Series 17, Week 6",17,6,4,8,-,-,-,-,8,-,8,9,33,Latin
1940,Mike & Katya,Tango,What You Waiting For?,"Series 17, Week 6",17,6,5,6,-,-,-,-,7,-,6,7,26,Ballroom
1941,Karim & Amy,Paso doble,Smalltown Boy,"Series 17, Week 6",17,6,6,7,-,-,-,-,7,-,7,8,29,Latin
1942,Catherine & Johannes,Cha cha cha,Scared of the Dark,"Series 17, Week 6",17,6,7,6,-,-,-,-,5,-,6,7,24,Latin
1943,Michelle & Giovanni,Foxtrot,Theme from The Addams Family,"Series 17, Week 6",17,6,8,9,-,-,-,-,10,-,10,10,39,Ballroom
1944,Kelvin & Oti,Tango,Bad Guy,"Series 17, Week 6",17,6,9,9,-,-,-,-,9,-,9,9,36,Ballroom
1945,Alex & Kevin,Street/Commercial,Ghostbusters,"Series 17, Week 6",17,6,10,7,-,-,-,-,9,-,9,9,34,Speciality
1936,Will & Janette,Jive,Casper The Friendly Ghost,"Series 17, Week 6",17,6,-,-,-,-,-,-,-,-,-,-,-,Latin
1946,Karim & Amy,Quickstep,Mr. Pinstripe Suit,"Series 17, Week 7",17,7,1,9,-,-,-,-,10,-,10,10,39,Ballroom
1947,Michelle & Giovanni,Paso doble,Another One Bites The Dust,"Series 17, Week 7",17,7,2,8,-,-,-,-,9,-,9,8,34,Latin
1948,Emma & Aljaž,Samba,I Don't Care,"Series 17, Week 7",17,7,3,5,-,-,-,-,7,-,7,7,26,Latin
1949,Kelvin & Oti,Viennese Waltz,Say Something,"Series 17, Week 7",17,7,4,8,-,-,-,-,8,-,9,9,34,Ballroom
1950,Saffron & AJ,Salsa,Instruction,"Series 17, Week 7",17,7,5,6,-,-,-,-,7,-,7,7,27,Speciality
1951,Alex & Kevin,American Smooth,Ain't No Mountain High Enough,"Series 17, Week 7",17,7,6,7,-,-,-,-,8,-,8,8,31,Speciality
1952,Chris & Karen,Street/Commercial,Let's Get Ready to Rhumble,"Series 17, Week 7",17,7,7,8,-,-,-,-,9,-,9,8,34,Speciality
1953,Emma & Anton,Rumba,Woman In Love,"Series 17, Week 7",17,7,8,5,-,-,-,-,5,-,6,6,22,Latin
1954,Mike & Katya,Charleston,Those Magnificent Men In Their Flying Machines,"Series 17, Week 7",17,7,9,7,-,-,-,-,8,-,7,8,30,Speciality
1955,Will & Janette,Waltz,Weekend In New England,"Series 17, Week 7",17,7,,-,-,-,-,-,-,-,-,-,-,Ballroom
1956,Alex & Neil,Jive,Let's Twist Again,"Series 17, Week 8",17,8,1,7,-,-,-,-,8,-,8,8,31,Latin
1957,Mike & Katya,Paso doble,Tamacun,"Series 17, Week 8",17,8,2,5,-,-,-,-,7,-,7,6,25,Latin
1958,Karim & Amy,Viennese Waltz,Give Me Love,"Series 17, Week 8",17,8,3,6,-,-,-,-,8,-,8,8,30,Ballroom
1959,Chris & Karen,Tango,Survivor,"Series 17, Week 8",17,8,4,5,-,-,-,-,7,-,7,7,26,Ballroom
1960,Michelle & Giovanni,American Smooth,I Just Wanna Make Love To You,"Series 17, Week 8",17,8,5,9,-,-,-,-,9,-,9,9,36,Speciality
1961,Emma & Anton,Theatre/Jazz,Right Now,"Series 17, Week 8",17,8,6,8,-,-,-,-,8,-,9,8,33,Speciality
1962,Saffron & AJ,Waltz,Your Song,"Series 17, Week 8",17,8,7,9,-,-,-,-,10,-,10,10,39,Ballroom
1963,Kelvin & Oti,Salsa,Let's Hear It For The Boy,"Series 17, Week 8",17,8,8,8,-,-,-,-,9,-,9,9,35,Speciality
1964,Chris & Karen,Salsa,Uptown Funk,"Series 17, Week 9",17,9,1,7,-,-,-,-,9,-,8,9,33,Speciality
1965,Emma & Anton,American Smooth,Let's Face The Music And Dance,"Series 17, Week 9",17,9,2,8,-,-,-,-,10,-,9,10,37,Speciality
1966,Alex & Neil,Paso doble,Run The World (Girls),"Series 17, Week 9",17,9,3,8,-,-,-,-,9,-,8,9,34,Latin
1967,Kelvin & Oti,Jive,Jailhouse Rock,"Series 17, Week 9",17,9,4,9,-,-,-,-,10,-,10,10,39,Latin
1968,Saffron & AJ,Quickstep,Marvellous Party,"Series 17, Week 9",17,9,5,8,-,-,-,-,9,-,9,9,35,Ballroom
1969,Michelle & Giovanni,Street/Commercial,Vogue,"Series 17, Week 9",17,9,6,8,-,-,-,-,8,-,8,8,32,Speciality
1970,Karim & Amy,Charleston,Happy,"Series 17, Week 9",17,9,7,9,-,-,-,-,10,-,10,10,39,Speciality
1971,Saffron & AJ,Samba,Walking On Sunshine,"Series 17, Week 10",17,10,1,5,-,-,-,-,7,-,7,7,26,Latin
1972,Karim & Amy,Contemporary,Drops of Jupiter,"Series 17, Week 10",17,10,2,9,-,-,-,-,10,-,9,10,38,Speciality
1973,Alex & Neil,Argentine Tango,Never Tear Us Apart,"Series 17, Week 10",17,10,3,4,-,-,-,-,7,-,7,8,26,Speciality
1974,Kelvin & Oti,Street/Commercial,Do I Love You (Indeed I Do),"Series 17, Week 10",17,10,4,8,-,-,-,-,10,-,10,10,38,Speciality
1975,Emma & Anton,Quickstep,Sparkling Diamonds,"Series 17, Week 10",17,10,5,6,-,-,-,-,7,-,8,8,29,Ballroom
1976,Chris & Karen,Paso doble,Run Boy Run,"Series 17, Week 10",17,10,6,8,-,-,-,-,8,-,8,7,31,Latin
1977,Chris & Karen,Foxtrot,Consider Yourself,"Series 17, Week 11",17,11,1,6,-,-,-,-,8,-,7,7,28,Ballroom
1978,Alex & Neil,Samba,Joyful Joyful,"Series 17, Week 11",17,11,2,6,-,-,-,-,7,-,7,7,27,Latin
1979,Kelvin & Oti,American Smooth,Gaston,"Series 17, Week 11",17,11,3,9,-,-,-,-,10,-,10,10,39,Speciality
1980,Karim & Amy,Jive,You Can't Stop The Beat,"Series 17, Week 11",17,11,4,10,-,-,-,-,10,-,10,10,40,Latin
1981,Emma & Anton,Charleston,Thoroughly Modern Millie,"Series 17, Week 11",17,11,5,9,-,-,-,-,10,-,10,10,39,Speciality
1982,Emma & Anton,Cha cha cha,Hold My Hand,"Series 17, Week 12",17,12,1,7,-,-,-,-,8,-,8,8,31,Latin
1983,Kelvin & Oti,Quickstep,The Lady Is A Tramp,"Series 17, Week 12",17,12,2,10,-,-,-,-,10,-,10,10,40,Ballroom
1984,Chris & Karen,Viennese Waltz,Somebody To Love,"Series 17, Week 12",17,12,3,7,-,-,-,-,6,-,7,6,26,Ballroom
1985,Karim & Amy,Argentine Tango,Libertango,"Series 17, Week 12",17,12,4,8,-,-,-,-,9,-,10,9,36,Speciality
